feature1,feature2,true_label
-0.24869850327662169,-0.16805431205909085,0
0.22418808153697853,0.18311107963003945,0
-0.00627047818924444,0.0351982149926346,0
0.3832994687365275,-0.17747141665074898,0
0.16412921435101138,-0.06065779573016822,0
-0.06530436096816608,0.329633055596157,0
0.24762490469640894,0.24405289080019155,0
0.3916436421462987,0.006301152489827715,0
0.20458589138848918,-0.09308002697803681,0
0.09724990574653262,-0.039042916310305376,0
0.029098789497815455,0.1785471076310741,0
-0.24546620497004173,0.627716182705638,0
-0.3018052144499106,-0.36425658383631965,0
0.34743326205002034,0.23749880818888075,0
0.18723594511564653,0.18850365277928396,0
-0.0036740318540743866,-0.26917631144574944,0
0.0227413674581179,-0.2031485134536335,0
0.29253592002532536,-0.044117214450641595,0
-0.24764915903775345,-0.09641575249589802,0
0.1238794362826873,-0.1691173658411924,0
-0.24666611866992944,0.07310616344757369,0
0.07348997133261682,-0.15208295261133892,0
-0.14131149168549684,0.06961498120729089,0
-0.43442530244919725,-0.42223913231296656,0
-0.2155332663757308,-0.06403414551355417,0
0.09327226967940137,0.4426068650848656,0
0.2572978869606058,-0.04798155898902813,0
-0.005704862370806649,-0.30075880939134264,0
-0.005553940797716979,-0.08659759167604149,0
0.09681556810142684,-0.24816928306569688,0
0.1558039542723517,0.4598216739007733,0
-0.032628044537057276,0.12051351662968243,0
0.20704319751333375,-0.12036614156575087,0
0.06722774454312502,0.0037777202345384577,0
0.029302829564649514,-0.23190293515663993,0
0.007353052277682814,0.14939948737363493,0
0.4353430823385125,0.287781247825562,0
0.6459547372534669,-0.23020426886641485,0
0.26169619101620345,0.05500260172150552,0
0.6569408799653017,-0.24248948560654543,0
-0.2519165526542328,-0.17981779363320663,0
-0.637168717292942,-0.15772650650422831,0
-0.22773979846610937,0.045118135942862285,0
0.10252679273314783,0.5628512517647658,0
0.2851271514558151,-0.17307109669872092,0
-0.2695244014045074,0.1475757514519517,0
-0.39606996210619266,0.5494376297563061,0
0.3538320362163861,-0.14075269563141143,0
-0.5139403587272632,0.40616171224962383,0
-0.034361953575785364,0.37134489359203854,0
-0.4783282976383101,-0.17981250688613185,0
0.0015731099154549497,0.014094178129422616,0
-0.1350196414437731,0.1868549797042496,0
-0.3202861288147783,-0.04271384550638805,0
0.03608868951356966,0.1543316502176247,0
0.21348446342666694,-0.33739262755136074,0
-0.4602342512206867,0.3833030465695527,0
0.0996942035938775,-0.22454596096696608,0
0.46534559265675685,0.0347023902878576,0
0.35378915521914794,0.020255544423032686,0
0.6182243774645961,0.5266022527329614,0
-0.07468924454372204,0.2914712852863066,0
0.19361278487554426,0.4105894672597046,0
-0.2894770381740313,0.20581543799953178,0
0.3175273460548763,-0.5276218459269343,0
-0.3549775537997325,-0.6117696533280301,0
-0.08082205033336733,0.21526267673878868,0
0.4507071156288084,0.022228434125932554,0
0.48858466367138753,-0.4140304374644674,0
-0.5110147318065463,-0.016664309668985633,0
0.11521963468179218,-0.009808424428227934,0
-0.6202326300119629,-0.026736011853836523,0
-0.391340850151456,0.20090176464901152,0
0.10997947382905447,-0.28196393589820656,0
-0.15416007520100805,-0.31776405656668544,0
-0.018803729181951563,0.2865426961503715,0
-0.2957178139006631,0.1512139546553533,0
-0.15907728551173222,-0.23786184967870325,0
-0.03210910798636735,-0.3105726967258122,0
-0.1660947916041546,-0.3593633677766545,0
0.5894175398749167,0.010579065591518583,0
-0.20991765239777568,0.0641939732202666,0
-0.033698414907248946,-0.06629087985996689,0
0.18425001001302757,0.22725231301419152,0
-0.15915034428315825,-0.172745472193404,0
-0.0825155091454932,-0.6905763494206755,0
-0.45455731865956567,0.4100622802333574,0
0.49349031405038507,-0.07471081186691349,0
0.17296708891672993,0.09337504636306083,0
0.9236642425365713,0.335872473430373,0
-0.03837527744422996,-0.2866621321801277,0
-0.4819338960772717,0.06103909076016693,0
-0.226905223585291,-0.42667611287930224,0
-0.19397186527275798,-0.32446440108431845,0
0.5061424905217694,0.26449192708483515,0
-0.0023917923949852114,0.44398324166700776,0
0.02321049229428549,-0.2583852603984791,0
0.45693722318089713,0.16167301310539758,0
-0.31117384629793693,-0.057101603425082456,0
-0.26268547601542713,-0.4148399192893008,0
0.2778532642594924,0.5728249921410391,0
-0.41957027214574233,0.16889077100717126,0
-0.1951927707365481,-0.14613761512940882,0
-0.17771817727166075,-0.2591972309039448,0
0.014556488383448097,-0.24928503492331133,0
0.08113704773395164,-0.015071432834741084,0
-0.07168441405992292,-0.27226909861247933,0
-0.1730313991704998,0.22661736774772678,0
0.15027515628731422,-0.2932665734395653,0
0.02979969162876776,0.2254161370115367,0
-0.5008215843364116,0.1630080577139805,0
-0.198787127683754,0.1711796005779478,0
-0.22897774696275505,-0.5414646301993556,0
-0.4882627313649488,0.014425483998414597,0
0.07791675051644456,-0.2712949875313226,0
0.19157773763321218,-0.49845601868068795,0
-0.01982393959419497,-0.363304859928737,0
-0.19555083234064774,0.014219601394924205,0
-0.2581240095851857,-0.1153666632689476,0
0.30188784276433217,-0.1730675608569446,0
0.2507076336195425,-0.33891205639728544,0
0.15894125337458484,0.4324705861973701,0
-0.7414933500381867,-0.23906857664114303,0
0.173121638154162,-0.0609136158128978,0
0.11134376201139265,-0.18119555601474616,0
